timestamp,id,owner,pool,token,price,poolAmount,reserveAmount,impermanentLoss,fees
1602541219,33,0xE693cD414421237E3a6C613a0C75d41dD1921b61,RPLBNT,RPL,0.47393631419957727,337296.5975781032,44974.08910848878,0.9928860266038834,1.0152246020631026
1602541381,34,0xb6e9A5aEDEe5DDB5407DF1c550466d18ba3b08E1,ANTBNT,BNT,2.6946373483636115,50989,126382.53774293189,0.9989990222211431,1.0075988039337251
1602541381,35,0xb6e9A5aEDEe5DDB5407DF1c550466d18ba3b08E1,ANTBNT,ANT,0.37110745184589533,50989,46901.50153959715,0.9989990222211431,1.007598803933725
1602543929,38,0xd378d1142830A9816128d8815137A070E3EDe8f8,RENBNT,REN,3.8441558441558445,5000,12136,0.9998893915928974,1.0095411166569916
1602543929,39,0xd378d1142830A9816128d8815137A070E3EDe8f8,RENBNT,BNT,0.2601351351351351,5000,3156.9999999999995,0.9998893915928975,1.0095411166569916
1602544506,40,0x8a81E3058574A7c1D9A979BfC59A00E96209FdE7,ANTBNT,BNT,2.6946373483636115,1.501230221081045,3.720984625637003,0.9989990222211431,1.0075988039337251
1602544506,41,0x8a81E3058574A7c1D9A979BfC59A00E96209FdE7,ANTBNT,ANT,0.37110745184589533,1.501230221081045,1.380885122777901,0.9989990222211431,1.007598803933725
1602545270,42,0x7B76ADF47b09F09e1107A1235E513724168d95f0,ETHBNT,BNT,278.11709023192316,1247.0169982538869,1002.4979904512004,0.9497706695003861,1.0081461399142193
1602545270,43,0x7B76ADF47b09F09e1107A1235E513724168d95f0,ETHBNT,ETH,0.003595607875683207,1247.0169982538869,3.596493615101337,0.9497706695003859,1.0104155743104968
1602559636,51,0x08ebfdb527eb9215E05cC5959AefAF68Df0f7e76,ETHBNT,ETH,0.0034777031797277626,0.000044882932923579,1.27363477063e-7,0.9546184741614268,1.0099581270874107
1602566546,54,0xCBaf7aA544D6Ef6b8e6c0120ACDf013B5416F315,ETHBNT,BNT,287.4441044941988,1833.623479,1496.8169581060984,0.9545680261410787,1.0093434282501637
1602566546,55,0xCBaf7aA544D6Ef6b8e6c0120ACDf013B5416F315,ETHBNT,ETH,0.0034789372415887625,1833.623479,5.208306332185086,0.9545680261410786,1.0091546578697992
1602572125,56,0xC564B92895fBDC4d40b93DFf75553162e705ae61,ETHBNT,BNT,288.0249896519817,4.442632017693459,3.631222071452174,0.9548547579206477,1.0090749102260532
1602577823,62,0x62A4976fc9CddCd2C5ca91EAbD714F1AE723070b,OMGBNT,BNT,2.7433398401801705,466.8975843813304,499.99999999999994,0.9823694577067519,1.0077561746891543
1602577823,63,0x62A4976fc9CddCd2C5ca91EAbD714F1AE723070b,OMGBNT,OMG,0.3645191840083234,46689.758438133045,18225.959200416168,0.9823694577067519,1.0077561746891543
1602577867,64,0x5d47e5D242a8F66a6286b0a2353868875F5d6068,ETHBNT,BNT,291.01706439453835,272.0976447233419,223.5160003562893,0.9563100041011611,1.0092440162925806
1602577867,65,0x5d47e5D242a8F66a6286b0a2353868875F5d6068,ETHBNT,ETH,0.0034362246148022355,272.0976447233419,0.7680556103268832,0.9563100041011613,1.00923819765936
1602578225,66,0x29746c9D6B317c6df26Ac1751D6cB03A55C1b8d5,CHERRYBNT,CHERRY,0.7679900196533299,0.00005,5822.6883,0.9033688726854839,1.0031206727000563
1602578225,67,0x29746c9D6B317c6df26Ac1751D6cB03A55C1b8d5,CHERRYBNT,BNT,1.3021002544426283,0.00005,7581.723916970114,0.903368872685484,1.0031206727000566
1602579846,70,0x5B096f17B187b71EE711ADA140a0B795D9Bb8173,BATBNT,BNT,0.165105071429056,1.181168442102571,2.243722690838098,0.9989645906581384,1.0063918411296728
1602589073,77,0x65BdEf0e45b652E86973c3408c7cd24dDa9D844D,BATBNT,BAT,6.056749143709314,31585.947236501914,363404.9486225588,0.9989645906581384,1.0063918411296726
1602592967,79,0x690f1DE22EE6C7C6C2433c8174cD74e82EE8563a,OMGBNT,OMG,0.3720223259498701,55474.91933180803,21877.211863826735,0.9841928362858955,1.0077510248337846
1602595476,80,0x5f7a009664B771E889751f4FD721aDc439033ECD,ETHBNT,BNT,291.34802441707154,5,4.109634760927041,0.9564687631879032,1.0092380303322748
1602595476,81,0x5f7a009664B771E889751f4FD721aDc439033ECD,ETHBNT,ETH,0.0034323211973062034,5,0.01410591930534021,0.9564687631879032,1.009214219288579
1602596944,82,0x7a759A170C3AEA65B3b373299D33BF5221785C48,ETHBNT,BNT,291.1795688785533,3812.4610880842397,3139.288041895421,0.956388010866637,1.007106719761528
1602596944,83,0x7a759A170C3AEA65B3b373299D33BF5221785C48,ETHBNT,ETH,0.003434306891281528,3812.4610880842397,10.736135156119845,0.9563880108666369,1.011341411362388
1602604798,86,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,DXDBNT,DXD,0.008064516129032258,50,10,0.9982491808379027,1.0142639231710708
1602604798,87,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,DXDBNT,BNT,124,50,1240,0.9982491808379027,1.0142639231710708
1602605015,88,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,LRCBNT,LRC,6.839945280437757,500,5000,0.9985339866525759,1.0086840857379953
1602605015,89,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,LRCBNT,BNT,0.1462,500,731,0.9985339866525759,1.0086840857379957
1602605156,90,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,EWTBBNT,EWTB,0.176056338028169,50,100,0.996073766207508,1.0309880796278277
1602605156,91,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,EWTBBNT,BNT,5.68,50,568,0.9960737662075079,1.0309880796278277
1602605236,92,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,CELBNT,CEL,0.903342366757001,0.00005,1000,0.8441955366483785,1.0199582621403058
1602605236,93,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,CELBNT,BNT,1.107,0.00005,1107,0.8441955366483785,1.0199582621403058
1602605301,94,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,USDCBNT,USDC,1.3210884320494585,0.00375,7344.099892,0.9998439169340706,1.0119480530566312
1602605301,95,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,USDCBNT,BNT,0.7569515981974494,0.005,7412.1708675176105,0.9998439169340706,1.011948053044418
1602605540,96,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,MLNBNT,MLN,0.057425449887095165,500,108.00451853275096,0.9932660690026539,1.0092297607831577
1602605540,97,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,MLNBNT,BNT,17.413881858411408,500,1880.777925903931,0.993266069002654,1.009229760783158
1602605814,98,0x982dd304cF5d140B5C1673999ccB4e69Dc1E7E53,ETHBNT,BNT,285.8554215923014,696.65545629259,567.1850339603905,0.9537767558215311,1.0092233435018536
1602605814,99,0x982dd304cF5d140B5C1673999ccB4e69Dc1E7E53,ETHBNT,ETH,0.003498271939114174,696.65545629259,1.9842305276220815,0.953776755821531,1.009191280461447
1602608291,100,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,STAKEBNT,STAKE,0.10254306808859721,500,250,0.9690454324431925,1.0309655811413725
1602608291,101,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,STAKEBNT,BNT,9.752,500,2438,0.9690454324431926,1.0309655811413723
1602608508,102,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,RSRBNT,RSR,123.15270935960591,5000,99999.99999999999,0.9650342048305259,1.0264689946720642
1602608508,103,0x27AAE6ff5Eef49c58f136F4898415b0C3554bf13,RSRBNT,BNT,0.00812,5000,812,0.965034204830526,1.0264689946720642
1602612476,104,0x5A9e792143bf2708b4765C144451dCa54f559a19,CELBNT,CEL,0.903342366757001,0.00000670853,134.1706,0.8441955366483785,1.0199582621403058
1602612476,105,0x5A9e792143bf2708b4765C144451dCa54f559a19,CELBNT,BNT,1.107,0.00000670853,148.52685419999997,0.8441955366483785,1.0199582621403058
1602613711,106,0x5A9e792143bf2708b4765C144451dCa54f559a19,DAIBNT,BNT,0.7696864459705278,337.0805314013931,131.18714956046747,0.999660663403091,1.0050226429672189
1602613711,107,0x5A9e792143bf2708b4765C144451dCa54f559a19,DAIBNT,DAI,1.2992303622276482,337.0805314013931,170.44232784305882,0.999660663403091,1.0050226429672189
1602621605,108,0xa58147b16EC7b3a6f3B127394D80Bb494EBCf586,ETHBNT,BNT,290.7115558629016,50,41.0415377450141,0.9561630659148589,1.009481391945719
1602621605,109,0xa58147b16EC7b3a6f3B127394D80Bb494EBCf586,ETHBNT,ETH,0.00343983574038452,50,0.14126202802595178,0.9561630659148589,1.0088676820185134
1602626374,110,0x5513e95eb8A3C5059c6ea2Bea841e8A4782f26d9,BATBNT,BNT,0.16688098687601005,1454.8947889623296,2778.553241874893,0.9987072454867724,1.006376623787001
1602626374,111,0x5513e95eb8A3C5059c6ea2Bea841e8A4782f26d9,BATBNT,BAT,5.992294381282538,1454.8947889623296,16649.908979381304,0.9987072454867724,1.006376623787001
1602627222,113,0xe103ABFa0F867E53ceF1AD2Cb0dCbC193b385A93,ETHBNT,ETH,0.003397169392624625,6095.185542384729,17.108120058852307,0.9578949390848917,1.009169305666271
1602632305,114,0x03A1a0EE0e2a14bd069c8691a4adEAbFa6a4d709,ETHBNT,BNT,291.1229774884408,12042.12847331426,9891.120884911445,0.9563608573455821,1.0095243045794366
1602632305,115,0x03A1a0EE0e2a14bd069c8691a4adEAbFa6a4d709,ETHBNT,ETH,0.0034349744861334602,12042.12847331426,34.00006265933604,0.9563608573455822,1.0088023540929418
1602633204,116,0xCf50fB42926b255747fb8b0EA8E26D4e66952CA4,ETHBNT,BNT,290.8085163885359,176.89262412593217,145.2872040739078,0.9562097407052201,1.0090361115209876
1602633204,117,0xCf50fB42926b255747fb8b0EA8E26D4e66952CA4,ETHBNT,ETH,0.003438688840405024,176.89262412593217,0.49947272512050517,0.9562097407052201,1.0092881564090237
1602635126,118,0x9771f62c1E657bFe51e36A22D700aC6B15bE8e2e,ETHBNT,BNT,290.6191199310131,1.3709091466988728,1.1249890412799957,0.9561185341576007,1.0095858712195092
1602636088,120,0x90aBCf1598ed3077861bCFb3B11EFcd1D7277223,ETHBNT,BNT,290.46833191819786,1656.8184290607642,1359.8319287681838,0.9560458174054265,1.0091596284938709
1602636593,122,0xEAb389Cfe286d06703ff14B4D6687ef3DEd1cA41,ETHBNT,BNT,290.4693202340303,1218.4107345,1000.0092889274772,0.9560462943122163,1.0091613453205959
1602636593,123,0xEAb389Cfe286d06703ff14B4D6687ef3DEd1cA41,ETHBNT,ETH,0.0034427043764701302,1218.4107345,3.4427355436484204,0.9560462943122164,1.009161583297241
1602637242,124,0xA15959aAAa96C0b17D06FfBb2dc10aE249E37BF6,ETHBNT,BNT,289.8275316190003,1.5446025467290443,1.266309383484108,0.9557357772333809,1.0091774343497122
1602637242,125,0xA15959aAAa96C0b17D06FfBb2dc10aE249E37BF6,ETHBNT,ETH,0.0034503278360544913,1.5446025467290443,0.004369326076426433,0.955735777233381,1.0091442761330365
1602661721,126,0x2a68fb756D16C5a247D1a0E8636c5b7A06A248fe,ETHBNT,BNT,291.21315496871784,202.07021946400002,166.06358172120292,0.956404120012673,1.0091464518012248
1602661721,127,0x2a68fb756D16C5a247D1a0E8636c5b7A06A248fe,ETHBNT,ETH,0.0034339108070424226,202.07021946400002,0.5702475279286112,0.956404120012673,1.009146451801225
1602681439,129,0x0e41c9B548cf0545377AEEb693A6006172F1af81,KNCBNT,KNC,1.3351773775417168,434.7736340849601,1088.0116181187313,0.9950191905493051,1.0021839462242363
1602688882,132,0xc6Ca088D5Acfe7795f3c7091ACacEDd2Ae35744E,ETHBNT,BNT,289.5146538462673,8836.610212151012,7240.368373377345,0.9555837965809697,1.0092089688115822
1602688882,133,0xc6Ca088D5Acfe7795f3c7091ACacEDd2Ae35744E,ETHBNT,ETH,0.003454056596841559,8836.610212151012,25.012248505096547,0.9555837965809697,1.0090634572099724
1602700236,134,0x98B1D64052550b0C62c1EF7d7386B58f9975bf54,NMRBNT,BNT,22.91917914053494,0.75,0.8327580392961292,0.9897667519114389,1.0144453859213725
1602700236,135,0x98B1D64052550b0C62c1EF7d7386B58f9975bf54,NMRBNT,NMR,0.043631580078336944,0.75,0.03633454907742792,0.989766751911439,1.0144453859213727
1602701145,136,0xdfeE8DC240c6CadC2c7f7f9c257c259914dEa84E,ETHBNT,BNT,289.82339923591013,1000000,819860.1692348666,0.9557337724948199,1.0091314130310045
1602701145,137,0xdfeE8DC240c6CadC2c7f7f9c257c259914dEa84E,ETHBNT,ETH,0.0034503770317938377,1000000,2828.827179088883,0.9557337724948198,1.0091312411298985
1602702967,138,0x2534D237DE522f3077a031ebAF68950DdEDAbA68,ETHBNT,BNT,289.94652047865793,25011.744579676684,20525.09924350747,0.9557934726900054,1.0084130570988052
1602709300,140,0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F,RENBNT,REN,3.310288786412985,1726.6551576960392,3889.5893240352566,0.9982095535964233,1.0094013571997391
1602718982,142,0x973B1E385659E317Dd43B49C29E45e66c0275696,DAIBNT,BNT,0.7945994918857111,124048.08173208749,49054.0250158404,0.9991193801657539,1.0050000861691948
1602718982,143,0x973B1E385659E317Dd43B49C29E45e66c0275696,DAIBNT,DAI,1.2584956449277873,124048.08173208749,61734.27684861387,0.9991193801657539,1.005000086169195
1602754574,146,0x29746c9D6B317c6df26Ac1751D6cB03A55C1b8d5,CHERRYBNT,CHERRY,0.7628656939369961,0.000006594806213938,765.4261,0.9046625123024701,1.0031173551257937
1602754574,147,0x29746c9D6B317c6df26Ac1751D6cB03A55C1b8d5,CHERRYBNT,BNT,1.3108467295720188,0.000006594806213938,1003.3563504672196,0.90466251230247,1.0031173045846804
1602758545,148,0x2534D237DE522f3077a031ebAF68950DdEDAbA68,RENBNT,REN,3.337851044197013,132623.58854940668,300000,0.998448569670287,1.0093971594629494
1602768285,150,0x3CC9063E7AC5fa8345e1F59bC32a470ccd30cA6d,ETHBNT,BNT,304.2937294258016,1735.2592954337217,1457.930133243171,0.9623467576066319,1.0090088120340022
1602768285,151,0x3CC9063E7AC5fa8345e1F59bC32a470ccd30cA6d,ETHBNT,ETH,0.0032862984126783923,1735.2592954337217,4.7903582411755306,0.9623467576066319,1.00918474168033
1602782777,152,0x3a9c7Db0cb65e9318Aa082d5EA83E327AB9fCD76,ETHBNT,BNT,301.0227260990451,11.197349193923667,9.356325295130812,0.9609212247393338,1.0090910214726871
1602782777,153,0x3a9c7Db0cb65e9318Aa082d5EA83E327AB9fCD76,ETHBNT,ETH,0.0033220083179732133,11.197349193923667,0.031081790456087735,0.960921224739334,1.009091021472687
1602794586,160,0xd0C565265A3fAB7bB3Ca12cd768C4cdD27F449bD,ETHBNT,BNT,308.2339857422688,1214.4999999999998,1027.229579995888,0.9640125080030446,1.0087674347342634
1602816422,162,0xd0C565265A3fAB7bB3Ca12cd768C4cdD27F449bD,JRTBNT,BNT,0.05223402928041714,83.5,509.7308989826253,0.994100404244322,1.002627510669522
1602816422,163,0xd0C565265A3fAB7bB3Ca12cd768C4cdD27F449bD,JRTBNT,JRT,19.144607716006817,83.5,9758.59810174986,0.9941004042443221,1.0026275106695217
1602823606,165,0x9e57e855b8A85EAA4f1A6f67aE1FBe7A835cf7f2,renBTCBNT,BNT,8765.81670357954,0.000015369037656904,1469.2800000000223,0.9243998746299602,1.005217732363316
1602823729,166,0x71249f442Da06793725da4791373801A9AeB14B5,ELFBNT,BNT,0.07875974415436382,1266.5813687716523,847.8240656358506,0.9988922793985668,1.0018539610609731
1602823729,167,0x71249f442Da06793725da4791373801A9AeB14B5,ELFBNT,ELF,12.69684165098438,1266.5813687716523,10764.687909272183,0.9988922793985668,1.0018539610609731
1602825906,170,0x71249f442Da06793725da4791373801A9AeB14B5,ETHBNT,BNT,317.1551403816967,240.69104781991373,206.4406186537715,0.9675839233737399,1.009070369004941
1602825906,171,0x71249f442Da06793725da4791373801A9AeB14B5,ETHBNT,ETH,0.0031530310333185785,240.69104781991373,0.650941797398007,0.9675839233737398,1.009026777847801
1602969836,182,0x7B76ADF47b09F09e1107A1235E513724168d95f0,ETHBNT,BNT,332.6108062740977,1578.2298351709776,1386.4015468594646,0.9731561743839648,1.0089512500512148
1602969836,183,0x7B76ADF47b09F09e1107A1235E513724168d95f0,ETHBNT,ETH,0.0030065168693765186,1578.2298351709776,4.168239638362681,0.973156174383965,1.0089512500512146
1602973399,184,0xb4D502361a3c6f823EEb9A99Af09E110382206ee,ETHBNT,BNT,330.89896761939053,357.37909283091636,313.18327822657074,0.9725754492086686,1.008786061287948
1602973399,185,0xb4D502361a3c6f823EEb9A99Af09E110382206ee,ETHBNT,ETH,0.003022070474242847,357.37909283091636,0.946156651693539,0.9725754492086686,1.0091115557254424
1602979366,186,0xE88D18017a9eEF3121c403578144eA1a2e3Eb392,ETHBNT,BNT,330.1871918111678,150.89830751818727,132.08032424013433,0.9723313927357761,1.0088977281117488
1602979366,187,0xE88D18017a9eEF3121c403578144eA1a2e3Eb392,ETHBNT,ETH,0.003028585071742863,150.89830751818727,0.3999774206182906,0.9723313927357761,1.0089962970473367
1603028525,188,0x5f7a009664B771E889751f4FD721aDc439033ECD,DAIBNT,DAI,1.1385736575824439,21.12342117053795,10,0.9957780377755736,1.0048966005813442
1603028722,189,0x5f7a009664B771E889751f4FD721aDc439033ECD,RENBNT,REN,3.3764258409403696,13.183292309235622,30,0.9987515942189248,1.0091606707997858
1603032765,192,0xA15959aAAa96C0b17D06FfBb2dc10aE249E37BF6,ETHBNT,BNT,325.8779416072613,115.00208196663999,100,0.9708207913168839,1.0089135978856851
1603032765,193,0xA15959aAAa96C0b17D06FfBb2dc10aE249E37BF6,ETHBNT,ETH,0.0030686335965788417,115.00208196663999,0.3068530589819425,0.9708207913168838,1.0089474658616457
1603036637,194,0xc6bb76D4Db067495f8b9b545E6e1CC9e550F3ff3,ETHBNT,ETH,0.003070695057020196,1873.3082764459496,5,0.9707425704741405,1.008970300750811
1603038503,196,0x5B096f17B187b71EE711ADA140a0B795D9Bb8173,BATBNT,BAT,5.317572363333917,1.3239722319046743,14.274098605125706,0.9939143940633874,1.0063084831123426
1603039555,197,0x603efd9a1fdF07E10c42527382fF6227611C2505,ETHBNT,ETH,0.003074694218564984,112.31866115971215,0.3,0.9705906987604667,1.0089099829463788
1603044758,203,0xc6bb76D4Db067495f8b9b545E6e1CC9e550F3ff3,MKRBNT,MKR,0.0020138757564077472,191.9432328724875,0.3187208478947384,0.9959551787876649,1.0071401416618064
1603044801,204,0x7a4F503d8D8B8d531B521A59b481E50256613E30,ETHBNT,BNT,326.63716994682835,3446.063657427053,3000,0.9710910922487899,1.0089174496814899
1603045123,207,0x65F570384d6cC157A15eac9Bfd9DA88364D59b7F,RENBNT,REN,3.406258780544232,2494.733768775398,5702.085262249006,0.998961416071896,1.0091562178627833
1603045167,208,0xc6bb76D4Db067495f8b9b545E6e1CC9e550F3ff3,RENBNT,REN,3.4062587805442317,547.4228300118763,1251.2163383115642,0.998961416071896,1.009156217862783
1603045468,210,0x705F8f0eaac561aaBb1D5D8F4D0dAb36d5A62e86,RENBNT,REN,3.4062587805442317,1642.9860326035812,3755.2890652490664,0.998961416071896,1.0091562178627829
1603045992,211,0x648c9ef315eFffDD89B057f963547DdBCD499166,MLNBNT,MLN,0.06465652691991339,262.90636161377853,60.26339,0.9847644468975094,1.0091680427629721
1603046314,212,0x648c9ef315eFffDD89B057f963547DdBCD499166,RENBNT,REN,3.4062587805442313,9325.86268641152,21315.646922937285,0.9989614160718963,1.0091562178627829
1603047306,214,0xf688D5A571ec7864612670Ef194dd3dC1b976C68,STAKEBNT,STAKE,0.09297200487965646,43.04943482231453,20.49660923568443,0.956325800890244,1.0309142626189005
1603050669,216,0x1F4eFF5aEE466d42A5E47733609316B0dF05e3A9,RENBNT,REN,3.388177375325237,21933.861415859534,49999.99999999999,0.998836764191233,1.0091535260173552
1603050701,217,0x3fc8c21B3C9309b0AD803434A6ac4a64f1Ea1Dc9,ETHBNT,ETH,0.0030263061836120933,377.3814730039255,1,0.9724168212297017,1.0089224789731428
1603051814,220,0x722720A594b102e8C99360db1A01e56bC0a88A5d,RENBNT,REN,3.3881773753252356,4386.7722831719075,10000,0.9988367641912332,1.0091535260173548
1603051844,221,0x29746c9D6B317c6df26Ac1751D6cB03A55C1b8d5,CHERRYBNT,CHERRY,0.6218077247837934,0.000009542223761671,1000,0.9407962089657879,1.0030130490267017
1603052334,222,0xF62a37fba7cdae3c15F506F6ac4CA6E8233ba75d,ETHBNT,ETH,0.00302115920269189,1512.2928521411075,4,0.9726095498867559,1.009911934004795
1603052406,223,0x41A06f4F2a29C1c07D1ab6eb44744fBe887d7729,ETHBNT,BNT,331.08663044057965,1918.7269345393377,1683.3103747915018,0.9726395411557165,1.007953702127175
1603052705,226,0x722720A594b102e8C99360db1A01e56bC0a88A5d,RENBNT,REN,3.356311801942971,4408.809139409323,10000,0.9985981134080391,1.009442371714186
1603053073,227,0x722720A594b102e8C99360db1A01e56bC0a88A5d,RENBNT,REN,3.354357532025268,4768.352358567821,10815.510964048377,0.9985826781114937,1.0091484463842915
1603054088,228,0xA659F1E4baAAFD27214Ad8022C520DC74A932301,LINKBNT,LINK,0.10419909229181598,461.8203063264415,150,0.999278685949966,1.0108843190489247
1603055425,231,0xe04d779b643DF2e4015450DB71E77a1cBFFf6817,RENBNT,REN,3.3213881520771356,613.155281587233,1383.9056044157733,0.9983080957671367,1.0091434451651085
1603055465,233,0x88fC9924CD6648bD72246A62bFDDa3Ce2A3c0529,RENBNT,REN,3.321388152077136,1431.527175663012,3230.989833676702,0.9983080957671367,1.0091434451651085
1603056245,234,0x7B76ADF47b09F09e1107A1235E513724168d95f0,OMGBNT,BNT,2.9642519680783517,1495.3877023452064,1664.8209000000002,0.9745813897868832,1.0076457646350767
1603056245,235,0x7B76ADF47b09F09e1107A1235E513724168d95f0,OMGBNT,OMG,0.33735323810825507,1495.3877023452064,561.6327214852996,0.9745813897868832,1.0076457646350767
1603056365,236,0x4677C06757a2059c7b750fd5b59c2E65Bf1851B3,JRTBNT,JRT,17.676141102046998,890.4339154000476,99999.99999999999,0.9890312648453633,1.0025655122432275
1603056383,237,0x6B29F22dDbF39ad816E75D1455F99C03224aC9E9,LINKBNT,LINK,0.10419909229181597,500,162.40082770848457,0.999278685949966,1.0108843190489245
1603057045,239,0x65BdEf0e45b652E86973c3408c7cd24dDa9D844D,BATBNT,BAT,5.284492383706472,34109.16663345091,366595.00000000006,0.993568066349536,1.0063069101587478
